file_id,speaker_name,speaker_party,speech_text,jaar,date,kamer,category,title,document_number,url,meta_url,vergadernummer,speech_text_chunks,speech_text_translated,fallacy_predictions
h-tk-20222023-12-8,Minister Jetten,,"De inzet is überhaupt een NDC die de 55% ook echt waarmaakt. Ik heb dat ook voor de zomer aangegeven. Ik begrijp de vraag van mevrouw Kröger wel, hoor, maar ook in die ""Fit for 55""-onderhandelingen hebben we er als Nederland voor gekozen om dat pakket af te ronden. Daar nog meer in stoppen, gaat namelijk niet leiden tot het bereiken van een akkoord op Europees niveau. Het is nu al ontzettend ingewikkeld om die trilogen af te ronden om dat 55%-pakket ook echt serieus overeind te houden. Nu gaan pleiten om dat al naar 65% te brengen, gaat die onderhandelingen op Europees niveau volgens mij gewoon niet helpen. Ik kies hier voor de stap-voor-stapbenadering. Maar met die 55% en een geüpdatete NDC doet Europa een hele grote stap verder richting die anderhalve graad.",2022-2023,2022-10-13,tk,handelingen,8 Klimaattop in Sharm el-Sheikh,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-12-8.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-12-8.xml,"nr. 12, item 8","['De inzet is überhaupt een NDC die de 55 % ook echt waarmaakt. Ik heb dat ook voor de zomer aangegeven. Ik begrijp de vraag van mevrouw Kröger wel, hoor, maar ook in die "" Fit for 55 "" - onderhandelingen hebben we er als Nederland voor gekozen om dat pakket af te ronden. Daar nog meer in stoppen, gaat namelijk niet leiden tot het bereiken van een akkoord op Europees niveau. Het is nu al ontzettend ingewikkeld om die trilogen af te ronden om dat 55 % - pakket ook echt serieus overeind te houden. Nu gaan pleiten om dat al naar 65 % te brengen, gaat die onderhandelingen op Europees niveau volgens mij gewoon niet helpen. Ik kies hier voor de stap - voor - stapbenadering. Maar met die 55 % en een geüpdatete NDC doet Europa een hele grote stap verder richting die anderhalve graad.']","The deployment is at all an NDC that really realizes the 55 %. I also indicated that before the summer. I understand Mrs Kröger's question, but also in those ""fit for 55"" - negotiations, as the Netherlands, we have chosen to complete that package. Stopping more, will not lead to reaching an agreement at European level. It is already incredibly complicated to complete those stations to keep that 55 % package really seriously intact. Now that I am already going to bring that to 65 %, I think the negotiations at European level are simply not going to help. I choose the step here - for - step approach. But with that 55 % and a updated NDC, Europe takes a very big step further towards one and a half degree.","The deployment is at all an NDC that really realizes the 55 %. → NDC → Slogans | I understand Mrs Kröger's question, but also in those ""fit for 55"" - negotiations, as the Netherlands, we have chosen to complete that package. → Kröger → False Cause, Netherlands → Unknown | Stopping more, will not lead to reaching an agreement at European level. → European → Appeal to Authority | Now that I am already going to bring that to 65 %, I think the negotiations at European level are simply not going to help. → European → Appeal to Authority | But with that 55 % and a updated NDC, Europe takes a very big step further towards one and a half degree. → NDC → Slogans, Europe → Unknown"
h-tk-20222023-86-31,De voorzitter,,Dank u wel. De dag afsluiten met Friedrich Hayek: mooier kan het niet. Tot zover de eerste termijn van dit debat.,2022-2023,2023-05-30,tk,handelingen,31 Pakket maatregelen voor hervorming arbeidsmarkt,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-86-31.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-86-31.xml,"nr. 86, item 31",['Dank u wel. De dag afsluiten met Friedrich Hayek : mooier kan het niet. Tot zover de eerste termijn van dit debat.'],Thank you. Closing the day with Friedrich Hayek: it can't be better. So far the first term of this debate.,"Closing the day with Friedrich Hayek: it can't be better. → Friedrich → False Cause, Hayek → False Cause"
h-tk-20222023-105-7,De heer Ceder,ChristenUnie,Voorzitter. Dit zijn hele belangrijke onderwerpen. Ik sluit me aan bij de suggestie die het CDA net deed.,2022-2023,2023-09-05,tk,handelingen,7 Regeling van werkzaamheden,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-105-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-105-7.xml,"nr. 105, item 7",['Voorzitter. Dit zijn hele belangrijke onderwerpen. Ik sluit me aan bij de suggestie die het CDA net deed.'],Chair. These are very important topics. I agree with the suggestion that the CDA just did.,I agree with the suggestion that the CDA just did. → CDA → Slogans
h-tk-20222023-34-7,De voorzitter,,"Ik constateer dat de leden van de fracties van de SP, GroenLinks, BIJ1, Volt, DENK, Fractie Den Haan, de PvdA, de PvdD, Lid Gündoğan, D66, Lid Omtzigt, de ChristenUnie, de VVD, de SGP, het CDA en BBB voor deze motie hebben gestemd en de leden van de overige fracties ertegen, zodat zij is aangenomen.",2022-2023,2022-12-13,tk,handelingen,7 Stemmingen moties Groningen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-34-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-34-7.xml,"nr. 34, item 7","['Ik constateer dat de leden van de fracties van de SP, GroenLinks, BIJ1, Volt, DENK, Fractie Den Haan, de PvdA, de PvdD, Lid Gündoğan, D66, Lid Omtzigt, de ChristenUnie, de VVD, de SGP, het CDA en BBB voor deze motie hebben gestemd en de leden van de overige fracties ertegen, zodat zij is aangenomen.']","I note that the members of the SP, GroenLinks, Bij1, Volt, DENK, DENK, the PvdA, the PvdD, the PvdD, member Gündoğan, D66, Member Omtzigt, the ChristenUnie, the SGP, the CDA and BBB for this motion and the members of the remaining are accepted.","I note that the members of the SP, GroenLinks, Bij1, Volt, DENK, DENK, the PvdA, the PvdD, the PvdD, member Gündoğan, D66, Member Omtzigt, the ChristenUnie, the SGP, the CDA and BBB for this motion and the members of the remaining are accepted. → SP → Slogans, GroenLinks → Slogans, Bij1 → Slogans, Volt → Slogans, DENK → Slogans, DENK → Slogans, PvdA → Slogans, PvdD → Slogans, PvdD → Slogans, Gündoğan → Slogans, D66 → Slogans, Omtzigt → Slogans, ChristenUnie → Slogans, SGP → Slogans, CDA → Slogans, BBB → Slogans"
h-tk-20222023-71-9,De voorzitter,,De motie op stuk nr. 416 wordt ontraden.,2022-2023,2023-04-06,tk,handelingen,9 Exportkredietverzekeringen/Handelsinstrumentarium,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-71-9.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-71-9.xml,"nr. 71, item 9",['De motie op stuk nr. 416 wordt ontraden.'],The motion on item no. 416 is discouraged.,No fallacy detected
h-tk-20222023-12-7,Minister Bruins Slot,,"Het wordt nog gepland. Ik zou het mooi vinden als de Kamer het commissiedebat over dit onderwerp zou inplannen. Mevrouw Leijten roept dat de Kamer zelf over haar agenda gaat. Hoe kan ik dat vergeten? Maar in het debat dat we dan met elkaar hebben, zal ik zeker ook uitgebreid verder ingaan op dit aspect.",2022-2023,2022-10-13,tk,handelingen,7 Begroting Binnenlandse Zaken 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-12-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-12-7.xml,"nr. 12, item 7","['Het wordt nog gepland. Ik zou het mooi vinden als de Kamer het commissiedebat over dit onderwerp zou inplannen. Mevrouw Leijten roept dat de Kamer zelf over haar agenda gaat. Hoe kan ik dat vergeten? Maar in het debat dat we dan met elkaar hebben, zal ik zeker ook uitgebreid verder ingaan op dit aspect.']","It is still planned. I would like it if the room would schedule the commission debate on this subject. Mrs. Leijten shouts that the room itself is about her agenda. How can I forget that? But in the debate that we then have together, I will certainly also elaborate on this aspect.",Mrs. Leijten shouts that the room itself is about her agenda. → Leijten → False Cause
h-tk-20222023-87-3,De heer Grinwis,ChristenUnie,"Dank aan de heer Heinen voor zijn inspanningen om het aantal suppletoire begrotingen wat terug te dringen. Ik heb een vraag in het verlengde van de vragen van collega Van der Staaij. Eigenlijk verwerkt collega Heinen in zijn amendement de motie die we hier vorig jaar Kamerbreed hebben aangenomen. Hij voegt er wat aan toe, namelijk het woord ""gemotiveerde"". Dat was volgens mij destijds niet rechtstreeks in het dictum van de motie gezet. Juist dat woord ""gemotiveerde"" roept ook bij mij vragen op. Een paar alinea's met woorden als ""ik vind het belangrijk, want zus en zus en zo"", en dan vervolgens toch die Vaandeldrager gaan kopen, of toch iets gaan doen voor het slavernijverleden — dat waren de voorbeelden die collega Heinen noemde — is dat sterk genoeg? Hoe gaan we dat daarmee voorkomen?",2022-2023,2023-05-31,tk,handelingen,3 Verantwoordingsdebat over het jaar 2022,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-87-3.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-87-3.xml,"nr. 87, item 3","['Dank aan de heer Heinen voor zijn inspanningen om het aantal suppletoire begrotingen wat terug te dringen. Ik heb een vraag in het verlengde van de vragen van collega Van der Staaij. Eigenlijk verwerkt collega Heinen in zijn amendement de motie die we hier vorig jaar Kamerbreed hebben aangenomen. Hij voegt er wat aan toe, namelijk het woord "" gemotiveerde "". Dat was volgens mij destijds niet rechtstreeks in het dictum van de motie gezet. Juist dat woord "" gemotiveerde "" roept ook bij mij vragen op. Een paar alinea\'s met woorden als "" ik vind het belangrijk, want zus en zus en zo "", en dan vervolgens toch die Vaandeldrager gaan kopen, of toch iets gaan doen voor het slavernijverleden — dat waren de voorbeelden die collega Heinen noemde — is dat sterk genoeg? Hoe gaan we dat daarmee voorkomen?']","Thanks to Mr Heinen for his efforts to reduce the number of supplementary budgets. I have a question in line with the questions of colleague Van der Staaij. In fact, in his amendment, colleague Heinen incorporates the motion that we adopted here last year. He adds something, namely the word ""motivated"". In my opinion, that was not put directly in the dictum of the motion at the time. It is precisely that word ""motivated"" that also raises questions to me. A few paragraphs with words such as ""I think it's important, because sister and sister and so on"", and then then buy that standard -bearer, or start doing something for slavery history - those were the examples that colleague Heinen called - is that strong enough? How are we going to prevent that?","Thanks to Mr Heinen for his efforts to reduce the number of supplementary budgets. → Heinen → False Cause | I have a question in line with the questions of colleague Van der Staaij. → Van → False Cause, der → False Cause, Staaij → False Cause | In fact, in his amendment, colleague Heinen incorporates the motion that we adopted here last year. → Heinen → False Cause | A few paragraphs with words such as ""I think it's important, because sister and sister and so on"", and then then buy that standard -bearer, or start doing something for slavery history - those were the examples that colleague Heinen called - is that strong enough? → Heinen → False Cause"
h-tk-20222023-82-12,De voorzitter,,"Dank u wel, mevrouw Maatoug, voor uw tweede termijn. Dan geef ik het woord aan de minister van Sociale Zaken en Werkgelegenheid. Zij is, in deze rol, de adviseur van de Kamer.",2022-2023,2023-05-17,tk,handelingen,12 Verplicht stellen van een vertrouwenspersoon,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-82-12.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-82-12.xml,"nr. 82, item 12","['Dank u wel, mevrouw Maatoug, voor uw tweede termijn. Dan geef ik het woord aan de minister van Sociale Zaken en Werkgelegenheid. Zij is, in deze rol, de adviseur van de Kamer.']","Thank you, Mrs. Maatoug, for your second term. Then I give the floor to the Minister of Social Affairs and Employment. In this role, she is the advisor of the Chamber.","Thank you, Mrs. Maatoug, for your second term. → Maatoug → False Cause | Then I give the floor to the Minister of Social Affairs and Employment. → Social → Slogans, Affairs → Slogans, and → Slogans, Employment → Slogans | In this role, she is the advisor of the Chamber. → Chamber → Slogans"
h-tk-20222023-26-8,De heer Van Raan,PvdD,"Dan gaan we dat zien. Ik denk toch hier iets te horen: als ik het geld heb, ga ik het in ieder geval daar niet aan uitgeven. Maar dat gaan we dan nog kennelijk zien, misschien bij de Voorjaarsnota. De minister zegt: ik ga bij grote bedrijven langs en ik proef dat ze willen. Daar hebben we dus helemaal niets aan. Die grote bedrijven weten allang dat we in een existentiële crisis zitten, dus die hadden dat allang kunnen doen. En wat doet deze minister? Die gaat weer praten, die gaat proeven en die voelt die bereidheid: nee, echt, over acht, negen jaar met die investeringen. Nee, streng normeren! Is ze daartoe bereid?",2022-2023,2022-11-23,tk,handelingen,8 Begroting Economische Zaken en Klimaat en Nationaal Groeifonds 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-26-8.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-26-8.xml,"nr. 26, item 8","['Dan gaan we dat zien. Ik denk toch hier iets te horen : als ik het geld heb, ga ik het in ieder geval daar niet aan uitgeven. Maar dat gaan we dan nog kennelijk zien, misschien bij de Voorjaarsnota. De minister zegt : ik ga bij grote bedrijven langs en ik proef dat ze willen. Daar hebben we dus helemaal niets aan. Die grote bedrijven weten allang dat we in een existentiële crisis zitten, dus die hadden dat allang kunnen doen. En wat doet deze minister? Die gaat weer praten, die gaat proeven en die voelt die bereidheid : nee, echt, over acht, negen jaar met die investeringen. Nee, streng normeren! Is ze daartoe bereid?']","Then we will see that. I think I hear something here: if I have the money, I will certainly not spend it on it. But apparently we will see that, perhaps in the spring memorandum. The minister says: I visit large companies and I taste that they want. So we have nothing to do with that. Those large companies have long since known that we are in an existential crisis, so they could have done that for a long time. And what does this minister do? He will talk again, he will taste and he feels that willingness: no, really, in eight or nine years with those investments. No, strictly standing! Is she prepared for that?",No fallacy detected
h-tk-20222023-32-13,De voorzitter,,"Tot slot, mevrouw Koekkoek.",2022-2023,2022-12-07,tk,handelingen,"13 Begroting Landbouw, Natuur en Voedselkwaliteit en het Diergezondheidsfonds 2023",,https://zoek.officielebekendmakingen.nl/h-tk-20222023-32-13.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-32-13.xml,"nr. 32, item 13","['Tot slot, mevrouw Koekkoek.']","Finally, Mrs. Koekkoek.","Finally, Mrs. Koekkoek. → Koekkoek → False Cause"
h-tk-20222023-16-4,De voorzitter,,Dank u.,2022-2023,2022-11-01,tk,handelingen,4 Vragenuur: Vragen Agema,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-16-4.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-16-4.xml,"nr. 16, item 4",['Dank u.'],Thank you.,No fallacy detected
h-tk-20222023-88-11,De voorzitter,,"Dat vraagt u van meneer Van Meijeren, via de voorzitter.",2022-2023,2023-06-01,tk,handelingen,11 Persvrijheid en persveiligheid,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-88-11.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-88-11.xml,"nr. 88, item 11","['Dat vraagt u van meneer Van Meijeren, via de voorzitter.']","You ask from Mr. van Meijeren, through the chairman.","You ask from Mr. van Meijeren, through the chairman. → van → False Cause, Meijeren → False Cause"
h-tk-20222023-76-6,De heer Boutkan,Volt,"Over gewoon beginnen: helemaal eens. Er zijn genoeg goede voorstellen waar we zo mee aan de slag kunnen, zeker als er geld is. Daar ben ik het allemaal mee eens. Maar dit staat in de memorie van toelichting en hier gaan we mee instemmen. Ik wil toch meer duidelijkheid hebben over wat de ChristenUnie ervan vindt dat het 2030-doel gewoon in de memorie van toelichting staat. Als je zegt ""we kunnen wel kijken en gewoon beginnen en dan zien we het straks wel"", geeft dat voor mij niet genoeg duidelijkheid om een goed oordeel te kunnen vellen over wat we gaan stemmen en over wat de coalitie daarvan vindt. Ik wil daar echt wel wat meer duidelijkheid over.",2022-2023,2023-04-19,tk,handelingen,6 Tijdelijke wet Transitiefonds landelijk gebied en natuur,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-76-6.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-76-6.xml,"nr. 76, item 6","['Over gewoon beginnen : helemaal eens. Er zijn genoeg goede voorstellen waar we zo mee aan de slag kunnen, zeker als er geld is. Daar ben ik het allemaal mee eens. Maar dit staat in de memorie van toelichting en hier gaan we mee instemmen. Ik wil toch meer duidelijkheid hebben over wat de ChristenUnie ervan vindt dat het 2030 - doel gewoon in de memorie van toelichting staat. Als je zegt "" we kunnen wel kijken en gewoon beginnen en dan zien we het straks wel "", geeft dat voor mij niet genoeg duidelijkheid om een goed oordeel te kunnen vellen over wat we gaan stemmen en over wat de coalitie daarvan vindt. Ik wil daar echt wel wat meer duidelijkheid over.']","About just start: totally agree. There are plenty of good proposals that we can get to work with, especially if there is money. I all agree. But this is stated in the explanatory memorandum and we will agree to this. I want to have more clarity about what the ChristenUnie thinks that the 2030 goal is simply in the explanatory memorandum. If you say ""we can look and just start and we'll see it later"", that does not give me enough clarity to be able to make a good judgment about what we are going to vote and about what the coalition thinks about it. I really want a little more clarity about that.",I want to have more clarity about what the ChristenUnie thinks that the 2030 goal is simply in the explanatory memorandum. → ChristenUnie → Slogans
h-tk-20222023-35-12,Mevrouw Leijten,SP,"Terwijl de heer Bontenbal er een karikatuur van maakt — zo kennen we hem wel een beetje — doet de SP wel haar werk, met zeven amendementen op de regeling die er ligt, om die regeling flink scherper en strenger te maken. Wij zeggen dat die de eindstreep niet haalt, omdat we denken dat die niet doelmatig en mogelijk ook niet rechtmatig is. Het zou best nog eens kunnen zijn dat de heer Bontenbal zegt: nou, ik wil eigenlijk helemaal niet dat mensen er niet zeker van zijn of dat energieplafond wel geldt. Dan heeft hij het nog niet eens over het gegeven dat je contract halverwege het jaar verloopt of dat je bent overgestapt. Misschien wil hij wel geen overstappers. Maar dan nodig ik hem wel uit om aan te geven wat hij dan wil. Gaat hij dan geen overstap mogelijk maken? Waarom dan overigens wel naar die dynamische contracten? Zegt hij dan: geen nieuwe toetreders? De SP zou daar overigens best voor zijn, omdat wij op dat punt veel risico's zien. Ik heb de minister daarnaar gevraagd en ik sluit niet uit dat we er nog een amendement over maken. Ik zie namelijk ook wel dat wij er morgen over gaan stemmen. Ook al stemmen wij niet in, ik wil toch wel een aantal keuzes voorleggen aan de Kamer, wellicht met meerderheden. Misschien zegt de minister wel: ik neem dat over. Dat zou zomaar kunnen. Dus zeggen dat wij ons werk niet doen en het voorstel makkelijk weggooien, is ook niet helemaal fair. Maar ik zou van de woordvoerder van het CDA wel willen weten waar hij dan de streep trekt. Er wordt nu namelijk gesteld: dit is het beste wat er ligt, dus instemmen maar. Zegt hij dan toch: nee, het mag van ons echt nog wel strenger, in ieder geval gedurende dat jaar van het prijsplafond?",2022-2023,2022-12-14,tk,handelingen,12 Tiende incidentele suppletoire begroting inzake regelingen in verband met hoge energieprijzen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-35-12.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-35-12.xml,"nr. 35, item 12","[""Terwijl de heer Bontenbal er een karikatuur van maakt — zo kennen we hem wel een beetje — doet de SP wel haar werk, met zeven amendementen op de regeling die er ligt, om die regeling flink scherper en strenger te maken. Wij zeggen dat die de eindstreep niet haalt, omdat we denken dat die niet doelmatig en mogelijk ook niet rechtmatig is. Het zou best nog eens kunnen zijn dat de heer Bontenbal zegt : nou, ik wil eigenlijk helemaal niet dat mensen er niet zeker van zijn of dat energieplafond wel geldt. Dan heeft hij het nog niet eens over het gegeven dat je contract halverwege het jaar verloopt of dat je bent overgestapt. Misschien wil hij wel geen overstappers. Maar dan nodig ik hem wel uit om aan te geven wat hij dan wil. Gaat hij dan geen overstap mogelijk maken? Waarom dan overigens wel naar die dynamische contracten? Zegt hij dan : geen nieuwe toetreders? De SP zou daar overigens best voor zijn, omdat wij op dat punt veel risico's zien. Ik heb de minister daarnaar gevraagd en ik sluit niet uit dat we er nog een amendement over maken. Ik zie namelijk ook wel dat wij er morgen over gaan stemmen. Ook al stemmen wij niet in, ik wil toch wel een aantal keuzes voorleggen aan de Kamer, wellicht met meerd"", ""dan geen overstap mogelijk maken? Waarom dan overigens wel naar die dynamische contracten? Zegt hij dan : geen nieuwe toetreders? De SP zou daar overigens best voor zijn, omdat wij op dat punt veel risico's zien. Ik heb de minister daarnaar gevraagd en ik sluit niet uit dat we er nog een amendement over maken. Ik zie namelijk ook wel dat wij er morgen over gaan stemmen. Ook al stemmen wij niet in, ik wil toch wel een aantal keuzes voorleggen aan de Kamer, wellicht met meerderheden. Misschien zegt de minister wel : ik neem dat over. Dat zou zomaar kunnen. Dus zeggen dat wij ons werk niet doen en het voorstel makkelijk weggooien, is ook niet helemaal fair. Maar ik zou van de woordvoerder van het CDA wel willen weten waar hij dan de streep trekt. Er wordt nu namelijk gesteld : dit is het beste wat er ligt, dus instemmen maar. Zegt hij dan toch : nee, het mag van ons echt nog wel strenger, in ieder geval gedurende dat jaar van het prijsplafond?"", 'trekt. Er wordt nu namelijk gesteld : dit is het beste wat er ligt, dus instemmen maar. Zegt hij dan toch : nee, het mag van ons echt nog wel strenger, in ieder geval gedurende dat jaar van het prijsplafond?']","While Mr Bontenbal makes a caricature of it - that's how we know him a little - the SP does do its work, with seven amendments on the scheme that lies, to make that scheme considerably sharper and stricter. We say that it does not reach the finish line, because we think that it is not effective and possibly not lawful. It could well be that Mr Bontenbal says: Well, I don't really want people to be sure or that energy ceiling does apply. Then he is not even talking about the fact that your contract expires halfway through the year or that you have switched. Maybe he doesn't want to switch. But then I invite him to indicate what he wants. Is he not going to make a switch possible? Then why, by the way, to those dynamic contracts? Does he say: no new entrants? The SP would be best for that, because we see many risks at that point. I asked the minister about that and I do not rule out that we are still making an amendment about it. I also see that we will vote about it tomorrow. Even if we do not agree, I do want to submit a number of choices to the Chamber, perhaps with more Then do not make a transfer possible? Then why, by the way, to those dynamic contracts? Does he say: no new entrants? The SP would be best for that, because we see many risks at that point. I asked the minister about that and I do not rule out that we are still making an amendment about it. I also see that we will vote about it tomorrow. Even if we do not agree, I do want to submit a number of choices to the Chamber, perhaps by majorities. Perhaps the minister says: I will take over. That could just be. So saying that we do not do our work and easily throw away the proposal is also not entirely fair. But I would like to know from the spokesperson for the CDA where he draws the line. It is now stated: this is the best thing there is, so agree. Does he say: no, it is really stricter of us, at least during that year of the price ceiling? draws. It is now stated: this is the best thing there is, so agree. Does he say: no, it is really stricter of us, at least during that year of the price ceiling?","While Mr Bontenbal makes a caricature of it - that's how we know him a little - the SP does do its work, with seven amendments on the scheme that lies, to make that scheme considerably sharper and stricter. → Bontenbal → False Cause, SP → Slogans | It could well be that Mr Bontenbal says: Well, I don't really want people to be sure or that energy ceiling does apply. → Bontenbal → False Cause | The SP would be best for that, because we see many risks at that point. → SP → Slogans | Even if we do not agree, I do want to submit a number of choices to the Chamber, perhaps with more Then do not make a transfer possible? → Chamber → Slogans | The SP would be best for that, because we see many risks at that point. → SP → Slogans | Even if we do not agree, I do want to submit a number of choices to the Chamber, perhaps by majorities. → Chamber → Slogans | But I would like to know from the spokesperson for the CDA where he draws the line. → CDA → Slogans"
h-tk-20222023-6-7,Mevrouw Den Haan,Fractie Den Haan,"Soms helpt het om even te wachten, want dan worden de vragen inderdaad netjes beantwoord. Dat is fijn. Nog even in het verlengde van de vraag van mevrouw Van Beukering: hoe doet de rijksoverheid het eigenlijk zelf als het gaat over het behoud van oudere werknemers en het aannemen van oudere werknemers?",2022-2023,2022-09-29,tk,handelingen,7 Krapte op de arbeidsmarkt,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-6-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-6-7.xml,"nr. 6, item 7","['Soms helpt het om even te wachten, want dan worden de vragen inderdaad netjes beantwoord. Dat is fijn. Nog even in het verlengde van de vraag van mevrouw Van Beukering : hoe doet de rijksoverheid het eigenlijk zelf als het gaat over het behoud van oudere werknemers en het aannemen van oudere werknemers?']","Sometimes it helps to wait a while, because then the questions are indeed neatly answered. That's nice. In line with the question of Mrs. Van Beukering: how does the central government actually do when it comes to the preservation of older employees and the hiring of older employees?","In line with the question of Mrs. Van Beukering: how does the central government actually do when it comes to the preservation of older employees and the hiring of older employees? → Van → False Cause, Beukering → False Cause"
h-tk-20222023-77-13,Adema,,"U hebt gelijk wat betreft artikel 16, lid c, maar het gaat in dit geval om een verordening. Wij zetten ons maximaal in. U kent het standpunt van de regering. Dat hebben we vanmorgen ook besproken. We zullen ons dus maximaal inzetten om ervoor te zorgen dat deze Verordening natuurherstel niet wordt aangenomen in Europa. Het kan zijn dat dat niet lukt, maar dan zullen we ons maximaal inzetten om ervoor te zorgen dat de bezwaren die Nederland heeft in de verordening geëlimineerd worden, dat die opgelost worden. Maar als ze er eenmaal is, dan kunnen we haar niet meer tegenhouden. Dan is de verordening er en die heeft elk land gewoon te implementeren. Stel je voor dat wij er, ondanks onze inzet in Europa, niet in slagen en dat de verordening niet wijzigt op ons aangeven en er komt, dan zullen we haar moeten implementeren. Dat geldt voor de verordening. U hebt volkomen gelijk: er zijn situaties denkbaar waarbij je kunt afwijken. Maar bij een verordening kan dat niet. Die verordening geldt voor alle lidstaten in gelijke mate. Een lidstaat kan zich dan niet meer eraan onttrekken. Dat maakt deze motie erg lastig.",2022-2023,2023-04-20,tk,handelingen,13 Landbouw- en Visserijraad d.d. 24 en 25 april 2023,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-77-13.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-77-13.xml,"nr. 77, item 13","['U hebt gelijk wat betreft artikel 16, lid c, maar het gaat in dit geval om een verordening. Wij zetten ons maximaal in. U kent het standpunt van de regering. Dat hebben we vanmorgen ook besproken. We zullen ons dus maximaal inzetten om ervoor te zorgen dat deze Verordening natuurherstel niet wordt aangenomen in Europa. Het kan zijn dat dat niet lukt, maar dan zullen we ons maximaal inzetten om ervoor te zorgen dat de bezwaren die Nederland heeft in de verordening geëlimineerd worden, dat die opgelost worden. Maar als ze er eenmaal is, dan kunnen we haar niet meer tegenhouden. Dan is de verordening er en die heeft elk land gewoon te implementeren. Stel je voor dat wij er, ondanks onze inzet in Europa, niet in slagen en dat de verordening niet wijzigt op ons aangeven en er komt, dan zullen we haar moeten implementeren. Dat geldt voor de verordening. U hebt volkomen gelijk : er zijn situaties denkbaar waarbij je kunt afwijken. Maar bij een verordening kan dat niet. Die verordening geldt voor alle lidstaten in gelijke mate. Een lidstaat kan zich dan niet meer eraan onttrekken. Dat maakt deze motie erg lastig.']","You are right with regard to Article 16 (c), but in this case it is a regulation. We are committed to the maximum. You know the position of the government. We also discussed that this morning. We will therefore make maximum commitment to ensure that this nature recovery regulation is not adopted in Europe. It may not work, but then we will make maximum commitment to ensure that the objections that the Netherlands has in the regulation are eliminated that they are resolved. But once she's there, we can't stop her anymore. Then the regulation is there and it simply has to implement every country. Imagine that, despite our efforts in Europe, we do not succeed and that the regulation does not change on us and there will be, then we will have to implement it. This applies to the Regulation. You are completely right: there are situations conceivable where you can differ. But that is not possible with a regulation. This regulation applies to all Member States. A Member State can then no longer withdraw from it. That makes this motion very difficult.","You are right with regard to Article 16 (c), but in this case it is a regulation. → Article → Appeal to Authority | We will therefore make maximum commitment to ensure that this nature recovery regulation is not adopted in Europe. → Europe → Unknown | It may not work, but then we will make maximum commitment to ensure that the objections that the Netherlands has in the regulation are eliminated that they are resolved. → Netherlands → Unknown | Imagine that, despite our efforts in Europe, we do not succeed and that the regulation does not change on us and there will be, then we will have to implement it. → Europe → Unknown | This applies to the Regulation. → Regulation → Appeal to Authority | This regulation applies to all Member States. → Member → Appeal to Authority, States → Appeal to Authority"
h-tk-20222023-40-7,De voorzitter,,"Dat soort dingen moet u niet zeggen. Mevrouw Leijten, echt afrondend nu.",2022-2023,2023-01-17,tk,handelingen,7 Afbouw salderingsregeling kleinverbruikers,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-40-7.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-40-7.xml,"nr. 40, item 7","['Dat soort dingen moet u niet zeggen. Mevrouw Leijten, echt afrondend nu.']","You shouldn't say things like that. Mrs. Leijten, really concluding now.","Mrs. Leijten, really concluding now. → Leijten → False Cause"
h-tk-20222023-36-22,De voorzitter,,Dank. We hebben het over het amendement op stuk nr. 95 van de heer Omtzigt.,2022-2023,2022-12-15,tk,handelingen,22 Wet toekomst pensioenen,,https://zoek.officielebekendmakingen.nl/h-tk-20222023-36-22.html,https://zoek.officielebekendmakingen.nl/h-tk-20222023-36-22.xml,"nr. 36, item 22",['Dank. We hebben het over het amendement op stuk nr. 95 van de heer Omtzigt.'],Thanks. We are talking about the amendment on item no. 95 by Mr Omtzigt.,95 by Mr Omtzigt. → Omtzigt → False Cause
